pengguna;produk;rating;review;gambar
Rudiyanto;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;hp nya bagus sesuai ori pengiriman cepat;gambar_produk/produk_43_8.webp
Inyonk;OPPO A38 6GB/128GB (Garansi Resmi) - PromoVarian: Gold;5;fast respon  pelayana bagus;gambar_produk/produk_43_9.webp
I***m;[NEW] OPPO Find X8 16GB/512GB & 12GB/256GB (Garansi Resmi) XYZ8732OPVarian: Hitam 16GB;5;Barang original OPPO Indonesia.;
Di dalam paket pembelian saya; saya kyk ikut PO pas baru launching kemarin :D;;;
Semoga saja tidak ada cacat produk. Terimakasih banyak;" kak....""";gambar_produk/produk_44_0.webp;;
Tantony;OPPO A3 Pro 5G 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Ungu;5;Paketnya sudah saya terima ya :);
;;;;
"Terimakasih""";gambar_produk/produk_44_1.webp;;;
B***g;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;masih bersegel. berjalan normal. pengiriman super cepat. vm sehari gratis ongkir .seler gerecep. mantul pokonya.;gambar_produk/produk_44_2.webp
w***i;OPPO A78 5G 8GB/128GB Smartphone (Garansi Resmi)Varian: Hitam;5;Barang aman, penjual amanah dan kurir pun ramah;gambar_produk/produk_44_3.webp
s***y;OPPO VOOC TYPE-C CABLE DL129 WHITE;5;barangnya berfungsi dengan baik, sebelumnya pakai casan rusak cepat habis baterainya gatau kenapa pake ini lebih awet! top semoga awet 🩷;gambar_produk/produk_44_4.webp
Ary;OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OPVarian: Ungu 128GB;5;mamrap pokoknya;gambar_produk/produk_44_5.webp
Dwi;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;barang original, di terima dengan baik, pengiriman juga cepat banget... 1 hari langsung sampe;gambar_produk/produk_44_6.webp
setia;OPPO Reno11 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;Tidak ada ulasan;gambar_produk/produk_44_7.webp
B***u;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;barang segel, sesuai deskripsi. pengiriman cepat;gambar_produk/produk_44_8.webp
Deni;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Green;5;hp nya sudah sampai;
dengan aman;;;;
terimakasi😁;;;;
"kurir nya juga cepat""";gambar_produk/produk_44_9.webp;;;
Solikhati;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;barang ORI, termasuk charger dan casing;gambar_produk/produk_45_0.webp
Edi;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;Sesuai ok banget;gambar_produk/produk_45_1.webp
Pandu;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;pengiriman cepat.. brg diterima sesuai order & sudah di nyalakan semua berfungsi baik, tengkyu seller.. gak nyesel belanja di toko ini;gambar_produk/produk_45_2.webp
Bam;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Ori bgus prngiriman cpt;gambar_produk/produk_45_3.webp
Turhani;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;4;kemasan barang penyok,kurir tidak bertanggung jawab , meletakan barang di depan pintu rumah begitu saja;gambar_produk/produk_45_4.webp
Eva;OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Grey;5;bagus;gambar_produk/produk_45_5.webp
Yin;OPPO Find N3 16GB/512GB Foldable Handphone (Garansi Resmi) XYZ8732OPVarian: Hitam;5;Sesuai harapan.;
Yunita;OPPO A18 4GB/128GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Hitam;5;Masi segel. 1 hari esoknya sampai.. thanks ya oppo;gambar_produk/produk_45_7.webp
Riky;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;Barang sesuai deskripsi dan bagus respon penjual juga gercep thnaks;gambar_produk/produk_45_8.webp
Geri;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Hitam;5;Thanks gan;gambar_produk/produk_45_9.webp
Hermawan;OPPO A98 5G 8GB/256GB (Garansi Resmi)Varian: Hitam;5;barang segel, packing rapi. untuk dijual lagi aman.;gambar_produk/produk_46_0.webp
D***y;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;pesanan sesuai dan barang asli ori joss mantap asik2;gambar_produk/produk_46_1.webp
dea;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;barang masih segel dan aman, dapat kartu garansi resmi, sesuai dengan deskripsi dan tentunya original, moho maaf kak baru kasih rating🙏🥰;gambar_produk/produk_46_2.webp
yoga;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Gold;5;josss mantabbb;gambar_produk/produk_46_3.webp
F***n;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;terimakasih barang sudah diterima dengan baik ....;gambar_produk/produk_46_4.webp
Agape;OPPO A3 Pro 5G 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OPVarian: Ungu;5;Produk mantap. Berkualitas. Sangat rekomendasi dari toko resmi. Thanks seller. Semoga awet.;gambar_produk/produk_46_5.webp
Ade;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;bagus;gambar_produk/produk_46_6.webp
t***o;[Kejar Diskon] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;Alhamdulillah smpai dan sesuai pesanan...;
"terima kasih""";gambar_produk/produk_46_7.webp;;;
Andres;OPPO VOOC TYPE-C CABLE DL129 WHITE;5;Hp : realme 6 Pro;
"berfungsi mirip seperti kabel asli""";gambar_produk/produk_46_8.webp;;;
J***i;[Kejar Diskon] OPPO A38 6GB/128GB (Garansi Resmi)Varian: Hitam;5;diterima dlm keadaan baik dan sesuai pesanan, smg awet;gambar_produk/produk_46_9.webp
mus;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hijau+TebusMrh;5;sesuai pesanan barang original msh di segel.insya Allah lancar;gambar_produk/produk_47_0.webp
I***n;OPPO Reno13 F 4G 8GB/256GB Smartphone (Garansi Resmi)Varian: Abu-abu;5;Tidak ada ulasan;gambar_produk/produk_47_1.webp
M***d;[NEW] OPPO Reno13 5G 12GB/256GB (Garansi Resmi)Varian: Putih;5;barang sesuai, pengiriman cepat, pengemasan oke mantap;gambar_produk/produk_47_2.webp
Yonita;OPPO A38 4GB/128GB (Garansi Resmi) - PromoVarian: Hitam;5;Pelayanan cepat, seller sangat fast response. Thx yaa;gambar_produk/produk_47_3.webp
Supriyanto;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Green;5;Packing rapi,aman dan safe..;
pengiriman cepat ;;;;
barang bagus ;;;;
toko amanah ;;;;
"good pokoknya""";gambar_produk/produk_47_4.webp;;;
Nicky;Clear Protective Case OPPO Reno12 5G;5;terbaik dan tercepat;
Jayanti;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;4;sesuai harga, biasa aja.. gambar agak pecah kurang bagus;gambar_produk/produk_47_6.webp
adisan;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;oriii mantab;gambar_produk/produk_47_7.webp
A***a;[Kejar Diskon] OPPO A38 6GB/128GB (Garansi Resmi)Varian: Hitam;5;Pengiriman cepat dan aman;
Bubble wrap tebal;;;;
"Fast respond""";gambar_produk/produk_47_8.webp;;;
Herry;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;Kesekian kalinya beli produk ini emang TOP lahhhhhhh;gambar_produk/produk_47_9.webp
Anggi;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Biru - 12GB+256GB;5;sorry baru kasih review;
barang sesuai masih segel aman packaging sgt baik...;;;;
"pengiriman cepat""";gambar_produk/produk_48_0.webp;;;
Muhammad;OPPO A38 4GB/128GB (Garansi Resmi)Varian: Gold;5;PENGIRIMAN LAMA KARNA KURIR YANG NGGA JELAS OPER SANA OPER SINI;gambar_produk/produk_48_1.webp
rita;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;barang sesuai bagus banget warnanya ;
"maaf mau kirim video unboxing tapi ngga bisa upload""";gambar_produk/produk_48_2.webp;;;
ilham;OPPO A58 NFC 8GB/128GB (Garansi Resmi)Varian: Hitam+TebusMrh;5;barang masih di segel, pengiriman cepat, packing sangat rapi, toko nya fast respon. pokok nya rekomended.;gambar_produk/produk_48_3.webp
Agung;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;barang sesuai pesanan.;
packing aman dan rapih.;;;;
"proses dan kirim cepat.""";gambar_produk/produk_48_4.webp;;;
C***a;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;5;respon cepat saya suka makasih;gambar_produk/produk_48_5.webp
Koesoemo;OPPO A78 8GB(+8GB)/256GB Smartphone (Garansi Resmi)Varian: Hitam;5;Handphone orisinal sesuai dengan ekspektasi.;gambar_produk/produk_48_6.webp
gunawan;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;bagus banget sesuai pesanan. mantap untuk toko nya. sama kurir paket nya. trimakasih banyak;gambar_produk/produk_48_7.webp
H***k;OPPO VOOC TYPE-C CABLE DL129 WHITE;5;Tidak ada ulasan;gambar_produk/produk_48_8.webp
Kus;[Kejar Diskon] OPPO Reno12 F 5G 12GB/256GB (Garansi Resmi)Varian: Hijau;5;mantap booz;gambar_produk/produk_48_9.webp
Atep;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Ungu;5;Alhamdulillah akhirnya mendarat dengan aman sentosa,Fast , packing rapih Real pic recommended seller Barang original . Pertahankan..sdh berlangganan d toko ini aman terpe...;gambar_produk/produk_49_0.webp
Muhammad;[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi)Varian: Hitam - 8GB+256GB;5;Sesuai pesanan... Bersegel, original... Harga promo....;gambar_produk/produk_49_1.webp
inozzFroger;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;mantap, sampai dengan mulus, barang aman, pengiriman cepat, makasiy Oppo🙂🙏🏼👍👍👍👍;gambar_produk/produk_49_2.webp
Karunia;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi)Varian: Putih;5;pesanan sudah sampai dan berfungsi 👍👍👍;gambar_produk/produk_49_3.webp
Ade;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Putih;5;barang ori, garansi resmi oppo,, spek bagus no repack;gambar_produk/produk_49_4.webp
m;OPPO Half-Ear Earphones MH135 White 3.5mm;5;Dua 2 Kali Beli Disini Ngk Kecewa  Barang Ori Pelayanannya RAMAH  Dan Puas Trimksh Seller Semoga Sukses Selalu;gambar_produk/produk_49_5.webp
arif;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Ungu;3;dengan harga 2jutaan kok gak ada camera wide mode.. kok gak nih hp;gambar_produk/produk_49_6.webp
A***n;OPPO Half-Ear Earphones MH135 White 3.5mm;5;pengiriman cepat, kualitas suara juga bagus 👍;gambar_produk/produk_49_7.webp
Aris;OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - PromoVarian: Hitam;5;bagus;gambar_produk/produk_49_8.webp
Arifin;[Kejar Diskon] OPPO A38 4GB/128GB (Garansi Resmi)Varian: Hitam;5;sampai dgnselama, berfungsi normal, pengiriman cept;
